id	text	class	predict_begin	predict_end	predict_span	predict_label
SMM4H2022oPqCsDfFOU8G3746	@USER____ take tamiflu and drink water like crazy. i didn't and now i'm super dehydrated	ADE	73	83	dehydrated	10028976
SMM4H2022mkTR9s6jpUsqHWgE	i remember i took 80 mg of geodon on accident and slept for like 36 hours	ADE	50	73	slept for like 36 hours	10003239
SMM4H2022EhfELJR0X81kH4FH	i'm not taking my meds tonight. i think latuda makes me hallucinate more than normal. i can't deal with it	ADE	55	66	hallucinate	10066751
SMM4H2022yChZaK2K3PXyl0Jn	this metformin is giving me the worst period cramps in my whole life!😢😳 #metformin #period #pcos #cramps	ADE	45	51	cramps	10000081
SMM4H2022tsKlGgk2mXvV5xhN	saphris makes my mouth numb i can't deal with this shit.	ADE	17	27	mouth numb	10057371
SMM4H2022gGM4SzXEJDoldcfw	lol viibryd made me puke first day taking it	ADE	20	24	puke	10059499
SMM4H20221RdFHOACkPvAa3Nn	@USER_______ @USER_________ i'm on gabapentin now, it's not really working for me..but everyone is different. gabapentin makes me feel drunk	ADE	115	120	drunk	10016330
SMM4H2022vHCP4OpOBNkatLSz	@USER_______ i just quit a 4 year suboxone addiction. your story and your music really helped me out. thank you	ADE	36	45	addiction	10012335
SMM4H2022gcXI4haRY18rhOAI	@USER_________ hugs i have been put on gabapentin and it is giving me migranes	ADE	61	69	migranes	10020392
SMM4H2022QGeRuEPAmBXDNQef	monique thinks the grapefruit i ate &amp; latuda made my depression worst, lol	ADE	55	65	depression	10001496
SMM4H2022q04olNFJF0kDSR1D	@USER_________ i've been on humira going on 3 years now; was on enbrel previously - worked for a few yrs then lost some effectiveness #rheum	ADE	98	121	lost some effectiveness	10061428
SMM4H2022Gblw5LVeqysjxwt2	@USER_______ get well soon, sir. levaquin did a number on my joints a few years back.	ADE	15	58	soon sir levaquin did a number on my joints	10051608
SMM4H20221z5OlKi8lFubkaDP	going back to atrovent. spiriva only made my mouth feel like it was attacked with a hairdryer.	ADE	41	92	my mouth feel like it was attacked with a hairdryer	10057371
SMM4H20221kKggeuAeMhF4nDZ	@USER___________ yep. pristiq stopped working. i've been phasing off over the last week. these past 4-5 days have been very rough.	ADE	18	33	stopped working	10003118
SMM4H20228D5qOnwKmI5UmRxd	doctors, why am i more wheezy since starting ventolin and flovent ? i want to be able to breathe again.  #doctors #help	ADE	8	28	why am i more wheezy	10061778
SMM4H2022UULpisgEiV4eMkCQ	ok has anyone here taken restoril a pill to help insomnia? i stopped taking ambien, bc i was gaining weight (sleep eating.)	ADE	91	105	gaining weight	10000159
SMM4H20229t5c0BP8QYycENf9	@USER_________ ace news x i'm on extavia but skin reactions are painful- thinking of just doing gluten free and see how i go x	ADE	36	62	skin reactions are painful	10042343
SMM4H2022E9rFf983tbuPZ1Hm	@USER_______ oh, that's all. i remember when they took me off geodon and i slept for three days. #funtimes	ADE	66	86	slept for three days	10039117
SMM4H20221uaNciWKdo1ERyk2	i took too much inhaler during dancing and i got the shakes and started getting dizzy ugh ventolin overdose	ADE	0	107	i took too much inhaler during dancing and i got the shakes and started getting dizzy ugh ventolin overdose	10000381
SMM4H2022Go1jJNTyNW85XkNk	I pointed out yesterday, as did doctor, Trump is on Crestor, his statin drug. It's known to cause memory loss.	ADE	94	105	memory loss	10033848
SMM4H2022xKXz2JHjmuw6EyPl	not sure whether tis buprenorphine or pregabalin causing itchy skin but i really need scratch mitts :-/	ADE	57	93	itchy skin but i really need scratch	10037087
SMM4H2022VSnui3AQNYgMNCBr	@USER_______ how do you like the copaxone??  thinking of switching to it.  on tecfidera now but not liking the weight gain and hair loss. 💊💉	ADE	99	124	weight gain and hair loss	10000159
SMM4H202289dgEuGhV6YgSJtz	two doses of percocet along with 300mg of gabapentin are in my system right now. i was told i'm really loopy atm. hahaha goodnight!	ADE	102	107	loopy	10033079
SMM4H2022VO9iOAC7gAy9gWAJ	@USER________ sos i havent slept for 26 hours im on adderall i cant scream	ADE	12	66	havent slept for 26 hours im on adderall i cant scream	10036590
SMM4H2022UJirJsxFxPO26tbf	@USER__________ i am prescibed keppra/levitiricitam and pregabalin high doses but only take pregabalin as keppra drowsy,any alternatives?	ADE	103	109	drowsy	10015907
SMM4H2022LVWQvvDEQT73IBPo	what's going on?  ever since i stopped taking klonopin and viibryd i've had the reoccurring feeling of shock impulses. wtf?	ADE	101	106	shock	10002199
SMM4H2022AolNYf51ABMxZCaY	i was having ; itchy feeling all over ,skin felt like it was crawling, muscle twitches, this always lasted over 2 hours after taking saphris	ADE	0	140	i was having ; itchy feeling all over ,skin felt like it was crawling, muscle twitches, this always lasted over 2 hours after taking saphris	10075639
SMM4H2022MoSbH2oQWD4Rc373	off to the doctors to talk over what's next, seeing as how pregabalin does nothing apart from make me dizzy 😕 #rsdprobs	ADE	101	115	dizzy rsdprobs	10002415
SMM4H2022k2Iy6n1SsxoqkYyS	i have been on enbrel for 2 months and experiencing shortness of breath and lung congestion. anyone else experiencing this?	ADE	52	91	shortness of breath and lung congestion	10013968
SMM4H20228WPTFoiD7UtEhnf2	@USER__ what was it like?  i have teriflunomide 14mg tablet, called  aubagio. my hair falls off. i have been eating this 6months.	ADE	74	88	hair falls off	10019044
SMM4H2022Fdzln4skQpezQnmg	Brain damage is a common side affect of taking #crestor if one is to believe that the people in the Crestor commercials are real users of it	ADE	0	12	brain damage	10012218
SMM4H2022ArD16QxQQWdiNAAQ	@USER________ i spoke to my consultant about this and he said a lot of people get panic attacks as a side effect of humira and infliximab.	ADE	74	87	panic attacks	10033666
SMM4H2022F1dIUlxie40uvEPX	life advice 4 when u don't want to do anything:take lunesta when ur already really tired and then just ride it out until u lose limb control	ADE	128	140	limb control	10024503
SMM4H2022l2BwGazSxoKknfHF	@USER______ no side effects for me.  i had a bad allergic reaction to remicade years ago. humira has been my saving grace	ADE	41	58	allergic reaction	10061557
SMM4H2022ckYX5qWt4tNJxAI0	ventolin suck out all my energy.	ADE	9	31	suck out all my energy	10003549
SMM4H2022pmifSrR6bdl1GCog	@USER_________ @USER________ pristiq somehow doesn't make me less horny, but when i gain weight it's only in gut so i can't do that	ADE	48	76	horny but when i gain weight	10000188
SMM4H20227G82aNTWPIUVnqSw	@USER_______ i will, i'm hoping the remicade will help and fast. i've been feeling so awful because i've been off humira for a month!	ADE	77	82	awful	10016322
SMM4H2022oTXCYQq870jGy7HW	getting ready to go to dr today to see if viibryd is causing nightmares, a1c and several other small things	ADE	61	71	nightmares	10039495
SMM4H2022jT1QyiJ7eyplJije	@USER____ basically body wants/need to purge, you take imodium you end up much sicker for longer. :( i almost took imodium before i puked.	ADE	74	128	sicker for longer i almost took imodium before i puked	10076309
SMM4H2022BdiPkLdLbsg6ZGtN	i do not like how the gabapentin makes me so sleepy ! i wish it would not do that to me. ..grrrr	ADE	45	51	sleepy	10058839
SMM4H2022gaI3qFCfoMQwzyz2	symbicort never fails at giving me heart palpitations to the point where i think i'm about to have a cardiac arrest.	ADE	35	115	heart palpitations to the point where i think i m about to have a cardiac arrest	10003674
SMM4H2022vfzSF69Ufs69Vvnf	for all you #haters my meds are completely legal and i'm stoked to be on vyvanse cause strattera was worsening my depression. so #fuckoff	ADE	113	123	depression	10001496
SMM4H2022UHXElqXANlAdEDOQ	hi twitter. my brain's mushier than a million blancmanges. pregabalin at max dose does that. i miss trying(!) to be amusing &amp; spamming you &gt;	ADE	14	29	brain s mushier	10012218
SMM4H20226NI80kNqQctG9lG6	@USER_____ p.s. the meds w/their sideffects are not good. when i was on lunesta i drank a bottle of peroxide &amp; became violently ill. not fun	ADE	113	126	violently ill	10008196
SMM4H2022mo5ijmxlyBrhqYKb	I get all lovey dovey & huggable on vyvanse  oops .	ADE	10	30	lovey dovey huggable	10045452
SMM4H2022LToUNrZ46zV9MVeX	and it sucks cuz ativan is for anxiety so i overdid it and could barely even walk but was bawling my eyes out all day	ADE	90	105	bawling my eyes	10005169
SMM4H2022gyUp8AX5owVfxy8K	ugh, maybe tamiflu isn't the greatest thing after all. it can cause insomnia and anxiety.	ADE	66	74	insomnia	10022035
SMM4H2022NiB6dmJTTP2sQG5n	i dislike the way metformin makes my chest feel. like there's a tightness. #diabetes	ADE	37	72	chest feel like there s a tightness	10064780
SMM4H2022RKz8OdiGiScoIAtx	@USER___ that's great! i can't take humira, allergic to something in the med. enbrel flared my migraines. remicade is end of line for me!	ADE	89	98	migraines	10076515
SMM4H2022sDCatVYKeZKhupNz	@USER____ @USER______ @USER_____ i hope i'm making sense i accidently took lunesta and my brain is mush.	ADE	73	86	brain is mush	10012218
SMM4H2022fDEhRv0yhzATCs6L	at least u can admit it rt @USER___: only thing is nuvaring will turn you into an emotionally unstable bitch	ADE	77	103	emotionally unstable bitch	10014551
SMM4H2022IJjAKhS0Yx9F0zVS	@USER__________ ugh i'm trying to figure out how i got infectious colitis... the flagyl and levaquin have knocked me on my butt	ADE	45	109	infectious colitis the flagyl and levaquin have knocked me on my	10060968
SMM4H2022VtvHSa1Wppa9HrX9	1 week into metformin and the heartburn &amp; lower back pain are going to drive me mad. no digestive issues though, so i guess that's something	ADE	30	59	heartburn amp lower back pain	10013946
SMM4H2022J3AZCplpotSJZgRz	there's a good chance i was misdiagnosed with #hypothyroidism and synthroid meds caused psychotic reactions that cost me my job.	ADE	97	106	reactions	10070863
SMM4H2022sJREVhSwiC5jmdl9	synthroid completely kills my energy levels and armour thyroid makes my heart beat rapidly.  think i'll just stay in bed all winter	ADE	37	82	levels and armour thyroid makes my heart beat	10005424
SMM4H2022AXOkc9y62FvwcN36	whilst palpitating thanks to ventolin hooo im so high	ADE	7	18	palpitating	10034721
SMM4H2022KaL1Olsm3LuJc6KF	@USER________ lexapro made me lethargic but also affected my sleep (insomnia) and had a few other issues. taking pristiq now, works for me.	ADE	0	139	@USER________ lexapro made me lethargic but also affected my sleep (insomnia) and had a few other issues. taking pristiq now, works for me.	10035132
SMM4H20224SFxl4XmzZjgf68a	@USER________ @USER____ good luck. i went the aubagio route. so far so good. feel better. i think tysabri was hurting my joints. 💜 less pain	ADE	93	120	hurting my joints less pain	10003239
SMM4H2022OI5BGtrSMunpTyNS	@USER______ hv been taking lyrica nd celecoxib togather but lyrica makes me slpy so avoided today.final bataoo yar hubby not home i hv u nw	ADE	70	74	slpy	10077321
SMM4H20222K3DPM0aLnXPEVZ1	i was going to work the legs some today, but viibryd gave me the shits. sooo it's best to avoid that for now.	ADE	24	28	legs	10033425
SMM4H2022XW2RGpXjy5mEMUkA	just had the most disturbing dream ever. 😶 note to self: don't take a nap when you took a lunesta the night before #shitgetsweird	ADE	29	69	dream ever note to self don t take a nap	10022524
SMM4H2022fnDW5hU78OXp4muV	@USER______ cravings to eat paper hahahaha. well we all know who's been down with crestor since day one 😂😂😂😂	ADE	6	21	cravings to eat	10061148
SMM4H2022DeF4AvYJmtS1fy52	the oxycodone finally hitting me. literally didn't work for the first 3 days..but now i feel it. really makes u light headed	ADE	109	121	light headed	10024459
SMM4H2022KAs5aHy2FIgcJ60x	@USER______ but they had to take me off geodon cuz i was developing tardive dyskonesia	ADE	62	80	tardive dyskonesia	10043118
SMM4H2022FlKPe80F8nSQlWdc	well, i'm now convinced humira &amp; enbrel were the culprits of my weight gain! other tnf will likely result in same. now what?	ADE	65	76	weight gain	10000159
SMM4H2022daMvA0ZUfzkewBn7	@USER__________ @USER_____ @USER_________ i'd like to dream about his hair.  unfortunately with the synthroid i only have wtf?! dreams.	ADE	63	104	with the synthroid i only have wtf dreams	10000125
SMM4H2022bNl81yfiZGbURAoc	@USER______ me too. i always forget, nuvaring is irritating, no shots, no patches... implant makes you bleed all the time. ugh. lol	ADE	90	95	bleed	10017955
SMM4H2022NPC59074iK43bWp0	@USER__ not sure what those meds are, but here in canada they gave me percocet which is a combo of oxycodone &amp; tylenol. it made me feel sick	ADE	134	138	sick	10015549
SMM4H2022ukrsbM10Z1EjLfJ3	pre suboxone i could cum like 6 times a day no joke but i'll trade a lifetime of orgasms to never touch heroin again	ADE	21	37	cum like 6 times	10003239
SMM4H2022CHHbkdACiKYSNNw1	eurgh... metformin why must you hurt my tummy so?!	ADE	29	42	hurt my tummy	10061043
SMM4H2022QLMxran0Xjof2JZO	@USER________ the levaquin is very strong. not too many side effects for dad. it just takes away all his strength.	ADE	76	103	takes away all his strength	10016256
SMM4H2022R61oBnQ4gNAAzsmq	so gonna need dr's note after all. dr told me to drink plenty of water if advair gives me a headache...	ADE	91	99	headache	10043269
SMM4H2022xXvqG1F0XtHP3URh	fun fact: lunesta will make stuff taste gross to you when you take it. it's terrible.	ADE	33	44	taste gross	10013911
SMM4H2022YiRQmx4daIGqZgO7	Plus, you, not knowing that you are allergic to esomeprazole is not our fault.	ADE	34	42	allergic	10061557
SMM4H2022PRP7lfEHcuscFFxO	@USER____ @USER________ Don’t take all of the Xanax at once. It causes you to string many words together in an incoherent manner.	ADE	64	107	string many words together in an incoherent	10041466
SMM4H20227G8Da9tWPXr9dMfR	@USER__________ not as focused no try focalin or vyvanse but vyvanse take away your hunger	ADE	74	80	hunger	10013968
SMM4H2022qxebBBlFRgzdtKx0	@USER__________ i've been giving her fiber tablets daily for 4 days and before that miralax but miralax makes her puke. i'm just gonna die	ADE	104	108	puke	10043966
SMM4H2022ETMeBk8tPdjsAqtV	@USER_________ vyvanse sucks it gave me anxiety so i suggest you take strattera it's so much better acacia	ADE	31	38	anxiety	10001296
SMM4H2022CTD2Ia7BSWE5jn18	metformin is the worst medication ever. makes your mouth taste like iron 😔	ADE	50	71	mouth taste like iron	10057371
SMM4H2022ifPjZZ8LVkWCkdq9	@USER____ lmao. i loved geodon until i started passing out in public and losing chunks of  my day. it was good when it was good, though.	ADE	42	91	passing out in public and losing chunks of my day	10061630
SMM4H2022GSUeiqFRBo41B3gp	@USER__________ the first 2 weeks on enbrel i was ravenous, ate everything in sight. 6 months on, but not anymore. i am also type 1 diabetic	ADE	40	126	ravenous ate everything in sight 6 months on but not anymore i am also type 1 diabetic	10047571
SMM4H20227V3LfrhRdgZlGrKt	also, does humira make you throw up? remicade = voms for me.	ADE	26	34	throw up	10074419
SMM4H2022SpfXdnSFQxSuNkIx	i have metformin tummy today :-(	ADE	17	22	tummy	10047184
SMM4H2022gxWWaSQsanlTU3eI	imma get my mothafuckin tubes tied asap. wondering why i gained 20 lbs over the last 3 months = been on nuvaring for the past 3 months. duh.	ADE	56	69	gained 20 lbs	10000013
SMM4H2022UF4NRsGhIG1GzjKu	oxycodone dreams had me screaming and laughing in my sleep.	ADE	10	33	dreams had me screaming	10000125
SMM4H2022zLqAcGUsMmBymCxH	@USER__________ i am pretty clumsy and pregabalin makes me clumsier but this door injury was own fault..	ADE	18	24	clumsy	10010151
SMM4H2022ioFCIUgQEBNa8JtU	@USER__________ thank you!  i hope i don't have an allergic reaction like saphris and zyprex. choking is no fun.	ADE	39	56	allergic reaction	10061557
SMM4H2022qUEKRWBBMQ2Gy5Fn	@USER______ pregabalin made me bonkers.but i found strong volterol suppositories (same dose as post op) really help. help with cyst pain x	ADE	25	51	bonkers but i found strong	10013453
SMM4H2022wegGB045mgmp6Tug	@USER_____ i used to. i'm on humira now. i ended up developing a reaction to remicade.	ADE	58	66	reaction	10000206
SMM4H2022XflXhC63z2E2mKNi	@USER_____ today &amp; the past 5 days r so have not been good at all. my new med vimpat is givin me a hard time. bad double vision, weak, etc	ADE	109	115	double	10004111
SMM4H2022WT3bU9MKkoClFfkX	@USE @USER___ where are y'all. good grief! i didn't even get one reply...  discrimination!  guess my parents don't matter. vioxx killed mom.	ADE	116	126	killed mom	10000221
SMM4H20222f3FwzTHHfsGfbOO	i'm gonna get a good 7 miles in ☺️ my tummy hurts though from my iron pills is have to take so i put some miralax in my coffee!	ADE	35	46	tummy hurts	10004860
SMM4H2022vmt3fU6gz0GyF1ja	@USER__________ lls it's cool. u could try lunesta but that shit leaves a bad after taste. you'll wake up inna morning with it and everythin	ADE	67	78	after taste	10013911
SMM4H2022125ILQANB6bxLPog	@USER__ on pregabalin (was on oxycontin/norm) gone from size 12 to size 18! trying to lose weight by calorie watching.. so difficult.	ADE	68	92	18 trying to lose weight	10053884
SMM4H2022fJI7rtVBPcpyFylf	oops i did'nt eat before taking the gabapentin now i'm floating on the breeze...lol...won't do that again...phhwahhh.	ADE	55	63	floating	10016322
SMM4H2022xyb469Mjg6u0CpmR	@USER_____ my friends mother developed lymphoma from humira &amp; celebrex caused heart problems in a co worker.	ADE	24	89	developed lymphoma from humira amp celebrex caused heart problems	10001413
SMM4H2022M9OB8CYZV2aZibMM	have any of you developed hives after tysabri infusions ?	ADE	26	31	hives	10002424
SMM4H2022FZazocsP99U5XP86	@USER___________ i understand bystolic does mess with losing weight, but i've still slowly pulled it off. the ptu is a new challenge now.	ADE	43	56	losing weight	10061630
SMM4H2022WKstABeTiwaILawl	Double doses of 81 mg aspirin here at home. They gave him heparin in the hospital. His old doc in Atlanta tried him on Crestor, but he quickly found out he's allergic to that.	ADE	155	163	allergic	10061557
SMM4H2022K2VHvWiDIIRXGVxB	@USER_______ only neg side effect i get from gabapentin is drowsiness; doesn't work great for pain, but strangely, it's more effective for	ADE	52	62	drowsiness	10037867
SMM4H2022GwUt4fOerWqoIjHk	@USER____ suboxone withdrawals	ADE	15	26	withdrawals	10061261
SMM4H20222HkaIafOOJk36AnE	@USER not well. grew immunity to remicade. humira &amp; entyvio laughed off by my body. disease too strong. having resection surgery in 2 weeks.	ADE	20	28	immunity	10010099
SMM4H2022Lyq4XSHRY5hATjgt	@USER________ all birth control makes me fat and disgusting. i've tried like four different kinds, two pills, the nuvaring and the depo :-(	ADE	33	36	fat	10003035
SMM4H2022YWWviU9Da7JdwCH5	this oxycodone gets me so high but itchy at the same time	ADE	35	40	itchy	10037087
SMM4H2022S1EzuAXlipTd6T3a	@USER_______ ventolin was pretty harsh, i remember that racing heart feeling.	ADE	48	60	racing heart	10033557
SMM4H20223AW2a8evFexoZhez	@USER______ trying to but ventolin makes me really nervy 😞😞😞	ADE	45	50	nervy	10028163
SMM4H2022waDmnXKBXKFoGmwB	@USER________: after the last 2 days i have come to the conclusion that withdrawing from pristiq must be like coming off heroin, fuuuuck	ADE	63	118	withdrawing from pristiq must be like coming off heroin	10003239
SMM4H2022hhujjeBthPvT0uNv	@USER______ @USER___________ but diclofenac also has more gastro issues - i had to give up, but it was ace with tramadol.	ADE	40	53	gastro issues	10019099
SMM4H2022Rd7LN7QhE48TK0AX	tysabri infusion today at hospital. extra shattered this time. can't keep my eyes open. #fatigue @USER_____ @USER_______	ADE	41	84	shattered this time can t keep my eyes open	10000630
SMM4H20229j9yozkV1flM9yaM	@USER________ :-(  I'm also moving to different meds, taking me off gabapentin, serious munchies on that lol giving me pregabalin instead	ADE	73	81	munchies	10067663
SMM4H2022YCllKbyR4dPinxL8	yesterday i lied to my mom and told her i had diarrhea so she could take me outbid school but now i can't poop bc she made me take imodium	ADE	46	110	diarrhea so she could take me outbid school but now i can t poop	10012735
SMM4H2022P6mObGAMjteLbGOA	@USER______ @USER___________ amitriptyline is great at night, but it knocked me out too much. diclofenac is a bit stronger than naproxen	ADE	50	73	knocked me out too much	10015995
SMM4H2022fi32nYF7RrLYGKmR	annnnnnnnnnnd here goes the last week of viibryd withdrawal. super neat. #seriouslykillmeplease	ADE	49	59	withdrawal	10061621
SMM4H2022LycgwsCH5f7q9i2T	thanks saphris now i'm 5 pounds fatter and counting.  fuck meds	ADE	25	38	pounds fatter	10051682
SMM4H2022Nkeda18maENx0hlM	@USER______ i do 2 injections monthly. it's a very thick gel. remicade was like water and slow. humira burned but not like this.	ADE	94	100	burned	10049267
SMM4H2022876OPSO0QM40YL9R	@USER______ @USER___________ i had infliximab 8yrs ago but had severe reaction after 2nd dose. now on humira &amp; doing great!	ADE	52	60	reaction	10000206
SMM4H2022GJd4jCxHzzrSiQUx	@USER__________ and ndt has literally saved my life. levothyroxine was like poison to me, i have no thyroid now and need more than t4 only	ADE	88	95	thyroid	10066474
SMM4H202203cJg79OB3rrMQOc	seriously about to be done with this damn geodon and ask my doctor if i can go back to lamictol. at least then i'm not so damn sleepy 24/7.	ADE	126	132	sleepy	10038935
SMM4H2022o2852HmqLRs5m0ZE	@USER_______ i was on keppra for awhile,i had terrible mood swings while i was on it.im on vimpat now,and dehydration is a major thing.	ADE	53	110	swings while i was on it im on vimpat now and dehydration	10027951
SMM4H2022n2rMaFxZI8TrwMpu	@USER______ i just get pain back if i forget to change fentanyl patch. buprenorphine withdrawal was awful for about 3 weeks. never again!	ADE	17	88	pain back if i forget to change fentanyl patch buprenorphine withdrawal	10000081
SMM4H2022xYvq4eNy0iLteHQZ	@USER______ yes, humira didn't work for me and i lost a ton of hair on it :( i've been on remicade since surgery in 2011..been in remission	ADE	42	60	lost a ton of hair	10061428
SMM4H2022Z0iePe9dp0brb5Gy	@USER____ technically i had a choice. humira and/or remicade worked but gave me migraines. couldn't deal with those side effects	ADE	75	84	migraines	10008267
SMM4H2022V3C5AbjqIjKZgLHZ	@USER_ she's on prozac and has a weight problem.  she's also a socialist.	ADE	32	38	weight	10000159
SMM4H2022Je7ld0UqkEmWWMEX	Floating on them Xanax swear to god it got me dizzy	ADE	0	51	floating on them xanax swear to god it got me dizzy	10016322
SMM4H2022eyYDZWoNECVWTXfA	@USER___________ when i first got on my geodon and zoloft my sex drive was non existent lol and my appetite was weird af	ADE	50	106	sex drive was non existent lol and my appetite was weird	10058084
SMM4H2022euB2kQVGtT5MUWev	@USER________ adderall. vyvanse gave me some pretty undesirable sexual side effects😁 try and find focalin. it's new and well liked so far.	ADE	43	66	undesirable sexual side	10058084
SMM4H2022wWqnQtrWVqmhqMi7	Long term codeine abuse does make some people temperamental and violent. Be safe out there fam	ADE	46	59	temperamental	10058506
SMM4H20225juiTyCOrCNyv3oQ	this increase in pregabalin (on fri) is making me so tired and a wee bit dizzy but anxiety is calmer when i feel like this :s	ADE	0	125	this increase in pregabalin (on fri) is making me so tired and a wee bit dizzy but anxiety is calmer when i feel like this :s	10001551
SMM4H20226Lq6s0pBGPTV55Rp	@USER_ i always get a mild injection site reaction to enbrel and it burns going in (though less than humira did) but its not enough for  ...	ADE	41	72	reaction to enbrel and it burns	10000206
SMM4H2022vDeE21lfrTNbo0w4	my back is spasming but i cant take more codeine fuck	ADE	11	19	spasming	10079738
SMM4H2022UaKA7Zr5Z9gY2KEE	@USER_____ @USER_______ dont try xanax pls it makes you stupid	ADE	43	49	stupid	10041569
SMM4H2022uaz9y728c6Vo6AWB	celexa made me fat and lazy. viibryd made it worse. i feel like there's nothing out there that will work for me. 😥😩	ADE	15	27	fat and lazy	10003035
SMM4H2022Z6I3myFGooKa5sWO	i can stay up later with less geodon and less zoloft but then i can't fall asleep and want to stay in bed all day. this has been my week	ADE	75	101	asleep and want to stay in	10022035
SMM4H20229DSP3d4PM3foCHKw	i was so excited to go see animals and hang with my friend and his son but i can't stop puking. fucking suboxone	ADE	88	94	puking	10021718
SMM4H2022VCsLBLVpGs14Q1MJ	question for all enbrel users. is it normal for injection sites to become a bit tender &amp; red? #psoriasis	ADE	79	103	tender amp red psoriasis	10024712
SMM4H2022jjGepSQaouE1SoMc	anyone? rt @USER___: tysabri buddies, anyone else get exhausted after their dose and need to sleep for several hours?  i'm home…  #mspals	ADE	47	95	exhausted after their dose and need to sleep for	10064355
SMM4H2022tx6sHjcY7ev5VuuX	@USER______ i realized it the viibryd but i swear i never been but it's in the morning . i can't sleep , so it's git to be building up	ADE	83	94	can t sleep	10061613
SMM4H2022fGoReTHv5dz7Z36Z	@USER______ @USER_____ some people see more blue from double blue cones. also sildenafil side effect.	ADE	32	36	blue	10010057
SMM4H2022kMIuktognYwgGfY0	albuterol be havin me nervous and pulse fast as hell	ADE	40	44	fast	10070407
SMM4H2022qJ7zTeZhjyy0TL5U	@USER______ no stomach probs for me, thank goodness. before this i was on viibryd &amp; my stomach was a mess!!	ADE	9	99	stomach probs for me thank goodness before this i was on viibryd amp my stomach was a mess	10000087
SMM4H2022PuGRzFVdtxZC1wg2	@USER_______ ohgawd i keep reading/hearing about metformin diarrhea horror stories lol	ADE	52	60	diarrhea	10012735
SMM4H2022mbTqpvtKWHKSayV2	ok found the culprit of the leg cramps its  simvastatin and maybe atorvastatin	ADE	28	38	leg cramps	10064990
SMM4H2022lpTWTNTrr9MKHTbE	"@USER_____ my mri scan shows when it happens but it could be a ""reaction"" to being on infliximab this time, as i did not react on the humira"	ADE	29	39	it happens	10033371
SMM4H2022smwkN3SQ29q9UCyc	i'm on the twitter-machine tonight cuz can't walk or do anything else tonight. boosted neurontin dose has my motor control jacked up. :-|	ADE	108	128	motor control jacked	10037211
SMM4H2022VJlsK5uWDN0zuuJB	up all night in complete agony with #endo pain. ended up double dosing on gabapentin and naproxen, and now feel like i'm floating!! #zombie	ADE	118	126	floating	10016322
SMM4H2022wIDVnP8p1ns08Bab	bad news: i can't take namenda anymore because it makes me pass out #crps #fml	ADE	58	66	pass out	10076640
SMM4H2022GrPAqsIWNkaTL9mu	took 3 months after taking brilinta to get my #insulin basal rate back to nearly perfect.definitely bad drug for #diabetes	ADE	54	64	basal rate	10039796
SMM4H2022IaD1uM8Z3LayA2HA	@USER__________ suboxone would be super ficking stupid i would go in perscirpated withdrawals	ADE	72	83	withdrawals	10061132
SMM4H2022sIEFSNT6Z8VJ4N7r	@USER_____ @USER___ i was on metoprolol but stopped it cos made fatigue even worse. am learning to just live with it	ADE	55	62	fatigue	10036316
SMM4H2022Oj8w5n0mzgisBVrJ	Only weed makes you hungry. Morphine makes you nauseous, so you don't wanna eat much	ADE	46	54	nauseous	10070832
SMM4H2022OsWKw1ESLkmxXo17	@USER___________ that suuuuucks. ambien made me a zombie. lunesta was lovely for the short time i took it. now using xanax as needed.	ADE	38	44	zombie	10016322
SMM4H2022BmzBme7AdPCbot5F	@USER_______ synthroid causing afib so 4 days ago i quit! today all my joints hurt! will start back on it tmr! #disgusted	ADE	63	69	joints	10003239
SMM4H2022vzSN0N0AdHnPQ3ZK	@USER________ thanks to the oxycodone i’ve been in a pretty good dream mode at times today. still not sure if i am real or not.	ADE	57	62	dream	10038063
SMM4H2022CTT1iYgM1Jah1DKk	@USER__________ aubagio - been on it for 31 days; have experienced hand/feet peeling (very dry skin).	ADE	64	80	peeling very dry	10040844
SMM4H2022T0ZO15toqmf9LbL2	just mixed miralax with myquil... im going to have shitty dreams now.	ADE	48	61	shitty dreams	10000125
SMM4H2022esiDvJ5k9KtA0bKq	methinks my atorvastatin is jacking me up. yesterday it was the shakes, now i can't wall or thinks straight. #notgood	ADE	0	8	methinks	10052686
SMM4H2022wJsDSYeoSgaiEDRh	@USER___________ ya she's drinking everyday while taking suboxone for her opiate addiction. the baby is going to be born &amp; have to withdraw	ADE	63	129	opiate addiction the baby is going to be born amp have to withdraw	10070863
SMM4H2022Vxt0rfgFfLPrsiug	i think the gabapentin to lyrica mg conversion i found must have been wrong. jfc been so sleepy and high all day.	ADE	88	94	sleepy	10062020
SMM4H2022VEui3c04deIBXtPi	morphine, lover make me numb	ADE	23	27	numb	10029934
SMM4H2022mD0lfXma45XCa5Xi	pretty sure getting straight eyeliner wings is impossible after a dose of ventolin #asthmaprobs	ADE	20	43	straight eyeliner wings	10001938
SMM4H2022URcJgmuuCRaMfFPk	i'm itchy and my totties hurt send the morphine drip	ADE	4	9	itchy	10037087
SMM4H2022aKyxvtOp3YWiAdKn	anyway for the nausea in meantime sipped some 100plus and it is better. mightnt be gastric related then, just sympathetic response fr lyrica	ADE	15	21	nausea	10066962
SMM4H2022GnHFpdecm1rQKdfp	@USER___ when i take my vyvanse i smoke like a chimney lol	ADE	31	51	smoke like a chimney	10003239
