301	SMM4H2022smwkN3SQ29q9UCyc	ADE	108	128	motor control jacked	10037211
302	SMM4H2022VJlsK5uWDN0zuuJB	ADE	118	126	floating	10016322
303	SMM4H2022wIDVnP8p1ns08Bab	ADE	58	66	pass out	10076640
304	SMM4H2022GrPAqsIWNkaTL9mu	ADE	54	64	basal rate	10039796
305	SMM4H2022IaD1uM8Z3LayA2HA	ADE	72	83	withdrawals	10061132
306	SMM4H2022sIEFSNT6Z8VJ4N7r	ADE	55	62	fatigue	10036316
307	SMM4H2022Oj8w5n0mzgisBVrJ	ADE	46	54	nauseous	10070832
308	SMM4H2022OsWKw1ESLkmxXo17	ADE	38	44	zombie	10016322
309	SMM4H2022BmzBme7AdPCbot5F	ADE	63	69	joints	10003239
310	SMM4H2022vzSN0N0AdHnPQ3ZK	ADE	57	62	dream	10038063
311	SMM4H2022CTT1iYgM1Jah1DKk	ADE	64	80	peeling very dry	10040844
312	SMM4H2022T0ZO15toqmf9LbL2	ADE	48	61	shitty dreams	10000125
313	SMM4H2022esiDvJ5k9KtA0bKq	ADE	0	8	methinks	10052686
314	SMM4H2022wJsDSYeoSgaiEDRh	ADE	63	129	opiate addiction the baby is going to be born amp have to withdraw	10070863
315	SMM4H2022Vxt0rfgFfLPrsiug	ADE	88	94	sleepy	10062020
316	SMM4H2022VEui3c04deIBXtPi	ADE	23	27	numb	10029934
317	SMM4H2022mD0lfXma45XCa5Xi	ADE	20	43	straight eyeliner wings	10001938
318	SMM4H2022URcJgmuuCRaMfFPk	ADE	4	9	itchy	10037087
319	SMM4H2022aKyxvtOp3YWiAdKn	ADE	15	21	nausea	10066962
320	SMM4H2022GnHFpdecm1rQKdfp	ADE	31	51	smoke like a chimney	10003239
321	SMM4H20226oKopZ1eNAklr5R9	ADE	14	18	sick	10015549
322	SMM4H2022MA6aBcgtBKfqBX5N	ADE	38	49	gain weight	10000188
323	SMM4H20224ENme8l2yx8y47RQ	ADE	69	79	withdrawal	10061621
324	SMM4H20220EuBTGU8Ojys9dYI	ADE	30	33	fog	10033237
325	SMM4H2022RNWKC8E9FqA3x7gT	ADE	14	26	light headed	10024459
326	SMM4H2022LAGIGbrme4r74XwU	ADE	29	37	migraine	10027607
327	SMM4H2022E7xOIm5DZ8g7uYbp	ADE	199	209	withdrawal	10061621
328	SMM4H2022TfvgK5TMrjDu2HhM	ADE	115	120	shake	10023003
329	SMM4H2022cdcBOSSCEKighhFC	ADE	58	74	body feel shitty	10022945
330	SMM4H20226CLlrUP2gp0xTM27	ADE	0	139	The adverse effects associated with febuxostat therapy include nausea, arthralgia,weakness, increased hepatic serum enzyme levels and rash.	10002199
331	SMM4H20227PdbhlrHYdy7dKPC	ADE	26	36	joint pain	10024453
332	SMM4H2022Gkqk3dQVziN7Mlvx	ADE	0	59	functioning when on pregabalin is next to impossible zombie	10080936
333	SMM4H20224pMVcM7aA6p3CRSj	ADE	102	125	drys out eyes amp mouth	10005169
334	SMM4H2022u92fZxejdJb1zoz9	ADE	37	42	lupus	10040968
335	SMM4H2022bzwDF94nv5sr5Gpv	ADE	27	32	tired	10003552
336	SMM4H2022uqfMIOcUlnMwOUHu	ADE	30	72	nightmares that youre not sure youve woken	10061698
337	SMM4H2022jYP41Q5rUlnm02ps	ADE	59	68	out of it	10077720
338	SMM4H2022Nh14G2MqCAEGIS31	ADE	96	103	seizure	10034759
339	SMM4H2022R15rFWfYA3hlkGsi	ADE	109	114	tired	10003552
340	SMM4H2022WzkwEiC0yMaOEy6m	ADE	49	56	flushed	10016825
341	SMM4H2022qwsfzqNc8Ei3SBEM	ADE	62	92	flushing is very uncomfortable	10016825
342	SMM4H2022lviMMb2oWYV5Zdtr	ADE	15	32	allergic reactoon	10061557
343	SMM4H2022SyJYbPl32q65vYTb	ADE	47	57	see double	10004111
344	SMM4H2022GmpfM08aPir118IU	ADE	32	40	headache	10043269
345	SMM4H2022bt1rIHXlgYxfW5b1	ADE	80	88	addicted	10026995
346	SMM4H2022aYOiJ80VE0jA5V73	ADE	12	21	withdrawl	10061079
347	SMM4H2022358vNfmSE2VolQru	ADE	75	89	falling asleep	10022035
348	SMM4H20224gnwICaTA6BTKN9N	ADE	75	83	twitches	10033081
349	SMM4H2022WenvMIs1HNnb6NDW	ADE	32	56	weight gain and swelling	10000159
350	SMM4H2022YbCMNaSHVZugF6cJ	ADE	43	49	hungry	10020466
351	SMM4H2022hwRwr74Du8dWNc8J	ADE	110	120	dependency	10013663
352	SMM4H2022zuSNDVXryIKjMmPV	ADE	33	38	tired	10003552
353	SMM4H2022iMRATgirZGPFK2P3	ADE	44	53	knee pain	10024124
354	SMM4H20220Rr3ZXSj5QEuDEjx	ADE	21	34	lose function	10049084
355	SMM4H2022L8cPrCZsxjeneqcY	ADE	13	32	slower than a snail	10042062
356	SMM4H2022Tmc4jgWgVyGw06eT	ADE	36	96	oversleep tomorrow amp gabapentin messing with energy levels	10003549
357	SMM4H2022jA3B8ICcHxfFYwA5	ADE	44	54	withdrawal	10061621
358	SMM4H2022rmFLBeOGOoNM48tU	ADE	0	10	withdrawal	10061621
359	SMM4H2022oai7QpM05WstrkA3	ADE	93	125	forgetfulness and food aversions	10002199
360	SMM4H2022kKdNnY9QGNh0DsNO	ADE	35	41	health	10049438
361	SMM4H2022SMSMr0O1nWzTyft0	ADE	64	74	antibodies	10061131
362	SMM4H20224UVs4CNswXnjoS1H	ADE	86	92	wobbly	10058079
363	SMM4H2022fCKLHHndv17ifP4d	ADE	56	71	lost 100 pounds	10061428
364	SMM4H2022LcCWTTUab8JEwlgj	ADE	37	51	tummy problems	10014551
365	SMM4H2022cD32NJzdv6ZYLcAC	ADE	17	31	hallucinations	10019079
366	SMM4H2022AtSM8oqA0ZfWjc5T	ADE	51	56	heart	10003674
367	SMM4H2022GVykwueMr4ePQhgN	ADE	24	78	mean and i m on neurontin too i feel like a drugged up	10000173
368	SMM4H2022s9ZuNUJFH6b2RyQe	ADE	104	112	reaction	10000206
369	SMM4H2022seZx0iet8mvtPdzJ	ADE	13	22	withdrawl	10011354
370	SMM4H2022soiXWYArm5u09QmA	ADE	106	125	heart rate go weird	10003674
371	SMM4H2022ZxPLqKA4BSsyAtE8	ADE	101	109	allergic	10061557
372	SMM4H2022I1tfYbjOfWuelV6f	ADE	35	39	sick	10015549
373	SMM4H2022aTd7tR3Ug8GJ6NL9	ADE	83	98	hurt my stomach	10000087
374	SMM4H2022fJjjPhIZOauUxRPN	ADE	95	128	haunting dreams and demon visions	10000125
375	SMM4H2022leZuYE8LtpodfGwv	ADE	69	79	boobs huge	10034354
376	SMM4H2022Fpmjkb2SjjVvAHrK	ADE	59	69	of suicide	10010144
377	SMM4H2022EGxxt1W3UOW05kq7	ADE	25	35	chest pain	10064780
378	SMM4H2022lPMSULBtAiNnZZBu	ADE	99	118	detached hypocrites	10013457
379	SMM4H2022Hov58m8YqAPeckNY	ADE	91	97	anemic	10003285
380	SMM4H2022wm5w3xpwc24D38io	ADE	0	140	9 years of the health care system that started out as a untreated infection due to work, to insomnia, to levaquin causing afib to cns issues	10022539
381	SMM4H20220ZaPNlIb2ie56nqx	ADE	1	66	user user user tysabri helped with my flares but killed my immune	10061111
382	SMM4H20223YD6uamx2txBPVKL	ADE	18	36	taste buds way off	10013911
383	SMM4H20229EBWneqKj18XeuZI	ADE	8	19	withdrawals	10014962
384	SMM4H2022OkJmzMuFHpMBzXrl	ADE	46	72	sleep like 15 18 hrs a day	10061613
385	SMM4H2022drmFgOceyKzEh38D	ADE	33	44	gain weight	10000188
386	SMM4H2022bu0WGEf2WAuDWhgX	ADE	45	61	weirdest feeling	10000060
387	SMM4H2022ct7jc7d3JDI0No9j	ADE	41	62	sensitive to sunlight	10002794
388	SMM4H2022JEfuBxE2Gwpmqi1a	ADE	109	124	digestive upset	10060996
389	SMM4H2022RnDzNbhVJq2EWgbe	ADE	29	50	anus is the addiction	10002133
390	SMM4H2022HYup8CEPvP93KMOw	ADE	59	65	trippy	10010933
391	SMM4H2022hzgqGxQsYdVxr86c	ADE	59	64	doped	10034820
392	SMM4H20224r83utUKyG1fBH9b	ADE	73	80	napping	10077443
393	SMM4H202216CLb2gdQQJ4wvdN	ADE	0	144	&gt; want to do paper to have free weekend &gt; too tired and delirious to start &gt; also too wired from residual effects of adderall &gt; dead	10050989
394	SMM4H2022AvNyMPuYUNenvkF4	ADE	0	272	Heroin use during #pregnancy can cause #preterm labor and #babies with low birth weight and development delays. Too much #methadone can cause dependence in the unborn baby, while too little can cause the mother to relapse or suffer from #withdrawal symptoms #health #nurse	10013663
395	SMM4H20228TaGOMvBG0g6qWCu	ADE	86	91	lupus	10040968
396	SMM4H2022ViLnVWT60l3sgDGa	ADE	38	46	allergic	10061557
397	SMM4H2022QYSv9XNyzJMBfiNP	ADE	9	27	klonopin addiction	10012335
398	SMM4H20226yHtRwElUAdyETt8	ADE	40	126	shrink an inch because i ve been 5 9 for years and the last year i was measured as 5 8	10044592
399	SMM4H2022vBAf3LJcmpFjChkU	ADE	89	106	curbs my appetite	10021654
400	SMM4H2022EePAHb6PJo8OVzIu	ADE	32	48	nose is dripping	10028720
401	SMM4H2022Ubq3Q9MpXmTSebsT	ADE	122	126	rash	10012434
402	SMM4H2022P800hBgQPnALhKOZ	ADE	5	32	lightheaded today switching	10061166
403	SMM4H20229E0rhekxAU1ygt8y	ADE	65	74	oversleep	10069229
404	SMM4H2022jQzyuyU69YLayZK3	ADE	71	81	mouth numb	10057371
405	SMM4H2022lCZ2qS9jVAf0dFBo	ADE	13	21	threw up	10038080
406	SMM4H2022iPKxH6IPO8DcfXzF	ADE	41	66	stomach ache and diarrhea	10000087
407	SMM4H2022eGXbVQNp0hqU6vpT	ADE	24	52	fucked up coming off saphris	10003053
408	SMM4H2022y8tJAuBcYbPY5NHv	ADE	109	121	panic attack	10033666
409	SMM4H2022jCi53f1E6Q2tSFf8	ADE	26	33	jittery	10016338
410	SMM4H2022Eed5zNiTaqILuph0	ADE	18	26	addicted	10025598
411	SMM4H2022bY8Hgk6USYpRrm7m	ADE	0	134	@USER___________ humira made me have a bad rash on my stomach and broke out with bad psoriasis on my leg. can't wait to start remicade	10016322
412	SMM4H2022fHniDZ77szUSKUwG	ADE	31	47	trouble sleeping	10049848
413	SMM4H2022TKzIPqg6RkMJXstT	ADE	81	107	sleep at 3am amp waking up	10061613
414	SMM4H2022voWP6CtUdXaFYNu5	ADE	43	53	withdrawal	10061621
415	SMM4H2022dBcSneo5jxMqZmjW	ADE	51	138	sleep was maybe not the greatest idea i feel like the whole world is spinning around me	10061613
416	SMM4H2022LEQqvZ5BvDyggjpq	ADE	24	34	drowsiness	10024591
417	SMM4H20223ywls0x8tif7sp3w	ADE	73	100	somnolence and dizzinesspic	10080279
418	SMM4H2022iPXbnlhI6Mow6uIb	ADE	39	48	addiction	10012335
419	SMM4H2022f5ic8PBW75HuZzla	ADE	45	99	seizure in the latrine at ait i would just fall asleep	10034759
420	SMM4H2022oZPoXrhwzvDFnBvy	ADE	62	65	tan	10051683
421	SMM4H2022I9bCUk7qASgUnTnU	ADE	99	109	brain zaps	10012218
422	SMM4H2022VB1Hf0BwDAOEpFLw	ADE	18	36	anaphylactic shock	10002198
423	SMM4H2022SMfjUgDPdobWsKpJ	ADE	48	59	in my sleep	10061613
424	SMM4H2022rClHejpt9aC9Xcr6	ADE	69	77	reaction	10000206
425	SMM4H2022Rr1eSyciarw4D1Gb	ADE	59	82	skin allergic reactions	10042343
426	SMM4H20227nuCYhWfio8ixGED	ADE	30	59	awake for days on end without	10023204
427	SMM4H20225e9uyqOwKH7IxEJJ	ADE	22	39	mouth is bleeding	10057371
428	SMM4H2022QA5ODfSSjYhchOsp	ADE	41	51	head hurts	10027582
429	SMM4H202259XQBFf4vXjoMU1f	ADE	0	136	@USER_________ i take qvar 2x a day. singulair gave me nightmares and advair made weird things grow out my skin, itching burning too :-/	10069576
430	SMM4H2022Bj1lyLvFiOC0m3um	ADE	7	41	got my stomach all types of fucked	10000087
431	SMM4H2022h1nOqmQDKldun0Qv	ADE	44	59	numbed my brain	10012218
432	SMM4H202264qmi2opuDsDf7zs	ADE	44	110	affecting my immune system now on aubagio amp having stomach probs	10000154
433	SMM4H2022Uhn4mdR8Mm7H9TyS	ADE	105	121	feel a lot worse	10000173
434	SMM4H2022tCYa6zgRc9Okj8aD	ADE	82	95	control of my	10010808
435	SMM4H2022n061Gzj1ggZquuzu	ADE	33	38	shaky	10041541
436	SMM4H2022tlUL6mYwIf1bRIsP	ADE	22	113	manicure after several puffs of ventolin is proving challenging to say the least shakyhands	10034586
437	SMM4H2022jinWIap6ADqRJvEz	ADE	50	58	headache	10043269
438	SMM4H2022kXllWQXp2xW88U53	ADE	6	48	addicted to metformin it gives u the poops	10047304
439	SMM4H2022KRqhV1O8YXDi7uXN	ADE	49	57	feverish	10073101
440	SMM4H2022O3afz53gqpB69Srs	ADE	39	47	reaction	10000206
441	SMM4H2022XhyQatTKtbvaiFU1	ADE	94	100	drowsy	10050347
442	SMM4H2022nLk9iQP4PPYgpxUs	ADE	65	123	allergic to crestor or if i m a caffeine hyper metabolizer	10061557
443	SMM4H2022nn7Ir6FtxVNpdw4j	ADE	20	29	exhausted	10068613
444	SMM4H2022BSa8BBpeAJ44Se1U	ADE	44	82	allergic to it and made me really sick	10061557
445	SMM4H2022JFTjbsGB9DmYgO4Z	ADE	27	64	gain lyrica and then gabapentin 30lbs	10000188
446	SMM4H2022tXk1WPdrfB2I9Qck	ADE	13	21	addicted	10056523
447	SMM4H202248OiyZEjVPpXb1W2	ADE	38	105	tendon tears or ruptures maybe that s why my achilles are screaming	10010550
448	SMM4H2022swK33vQcpSAU8DtZ	ADE	29	35	cramps	10000081
449	SMM4H2022tAdaQhJ45DqLjokD	ADE	98	113	vision went odd	10047571
450	SMM4H2022SRYtYSjfc2VVgQ2g	ADE	34	46	lucid dreams	10000125
451	SMM4H2022k5khkGaZeuhurg6q	ADE	64	84	erectile disfunction	10061461
452	SMM4H2022ivL7ujrAy2Yyfjgz	ADE	60	136	possum that s dead on the pavement in the middle of summer i am that bloated	10011906
453	SMM4H20222bpzJ4kqd6RkUZXS	ADE	90	101	taste funny	10013911
454	SMM4H2022bHjQOmfu7fAT1t2i	ADE	0	136	i'm having brain zaps and stomach cramps from stopping meds oxycontin is an evil drug even in moderation and effexor hurts my brain ugh!	10012218
455	SMM4H2022EDtClm9du0tWn0FP	ADE	70	76	cramps	10000081
456	SMM4H20226PBYI2NHPrbfUYmr	ADE	0	138	had something of a creative day around my pain and gabapentin wooziness and headache. sewing morning, painting afternoon, evening reading.	10005178
457	SMM4H2022PFaaRLIM8wNtR1kk	ADE	12	22	wet dreams	10048234
458	SMM4H202263vBuO8jHzDw8jCC	ADE	26	47	feel like i m on meth	10000173
459	SMM4H2022g2Iz7rUVHPyiTu8g	ADE	40	51	concentrate	10079903
460	SMM4H2022g6wuO7Va5BBfeOnT	ADE	75	92	bg uncontrollable	10011469
461	SMM4H2022r90dcsy7gjTWYUWd	ADE	62	115	pain management my memory and decision making ability	10000081
462	SMM4H2022V4knMt0C23GzJ5mX	ADE	92	98	weight	10000159
463	SMM4H2022xqxzrMMVU97thjIz	ADE	27	53	prevents me from waking up	10050765
464	SMM4H20227xIWA7Wjt0JMAD8q	ADE	32	38	sleepy	10016228
465	SMM4H202237qePHk7LpRbXnFq	ADE	92	97	ropey	10040723
466	SMM4H2022jh6v0TSwHLbbclWa	ADE	10	106	hunger is a side effect of advair smh maybe that s why i ve been binge eating and gaining weight	10013968
467	SMM4H2022pT8GUvybvcQ4ZCnA	ADE	37	115	balance this much i just bloody nearly fell off the toilet me cfs fibromyalgia	10000456
468	SMM4H2022yKDF7ht2qw4mItug	ADE	33	47	arms feel numb	10012441
469	SMM4H2022hwltVKh2nzFV8dD2	ADE	105	112	hiccups	10020039
470	SMM4H2022oRJZfLFmHSWAORS1	ADE	254	268	feel my joints	10000173
471	SMM4H20227f2lFx12UPUIkWBO	ADE	0	93	oh and advair can caused flushed skin too maybe that's why my cheeks randomly get red and hot	10056379
472	SMM4H2022uaWNTeJaGgP88OLg	ADE	0	139	it scares me the thought of having to be medicated forever bc i go with pristiq for 48 hours and i become so depressed and down, i hate it.	10013457
473	SMM4H2022FuJCpOHVfLuMEOUr	ADE	37	48	memory loss	10033848
474	SMM4H20220aAbrDIq45JlXgso	ADE	2	13	slept until	10005318
475	SMM4H2022QgEGgorjOamlgb9Y	ADE	40	48	insomnia	10022035
476	SMM4H2022MQNzPXFubV4qr12n	ADE	46	52	nausea	10066962
477	SMM4H2022vuvmuyD8L1mSV1fs	ADE	42	46	numb	10030141
478	SMM4H20226z9ycJInOxfKUlut	ADE	74	108	spaced as fuck and lost the use of	10061428
479	SMM4H20223z87ZWlOvG9mUUWq	ADE	16	34	physical addiction	10040026
480	SMM4H2022bDZAeYqrvV9VukLE	ADE	12	104	sleepiness from the gabapentin increase may be starting to wear off fed up with sleeping all	10041349
481	SMM4H2022arTDUsL1zqih0Bpo	ADE	0	140	coming off of viibryd is really fucking hard. vivid ass crazy dreams, burning up, now getting sad. everyone stick to 20mgs for your own sake	10012328
482	SMM4H2022F83CCv4CP3LgKQSN	ADE	44	84	weight like falling off besides my tummy	10000159
483	SMM4H2022DrWJFF1IlqUmSnrY	ADE	113	119	nausea	10066962
484	SMM4H2022nkBHQ8a41pJiT6uT	ADE	0	137	@USER______ i am disabled-live in pain from levaquin-some get better some do not. may 8 rally in wash dc-plea rid of cipro avelox and lev	10000081
485	SMM4H20221TuIu34eQRJ3YS6b	ADE	57	66	irritable	10022998
486	SMM4H20228ppGrGzmg4Ueytmd	ADE	36	46	heart burn	10003674
487	SMM4H2022csKocAvsghF3C4eE	ADE	68	72	sick	10015549
488	SMM4H2022jkvII0ThwIj1dO2M	ADE	29	33	bald	10005775
489	SMM4H2022jkEqFO7xvoUS5h1T	ADE	115	120	joint	10024453
490	SMM4H2022PlIk4VABkjrulP1b	ADE	53	59	noises	10067715
491	SMM4H2022GpXYO5QBMXCYLOQu	ADE	86	92	tastes	10065708
492	SMM4H20220Wxa3moN4kqn2onU	ADE	0	138	can't sleep, temazepam myself into a coma, pass out for hours on end.  finally wake up, feel like shite for days.  oh, i love my life! :-/	10076640
493	SMM4H2022KZUBh6FdbIemz00n	ADE	128	134	groggy	10027207
494	SMM4H2022qsfWk7Trq0RNfrl1	ADE	85	89	mess	10038821
495	SMM4H2022hExoY7O0qx2gIiM5	ADE	96	107	fall asleep	10080662
496	SMM4H2022S9VqlEsQAabeKLCO	ADE	40	135	half life of about 6 hours the last time i took was at about 9pm last night leh why still dizzy	10049994
497	SMM4H2022eZ74IK555HGu5jS8	ADE	6	14	allergic	10061557
498	SMM4H2022ddhTxjj0zOEEFQ4G	ADE	30	35	crash	10070928
499	SMM4H2022kV4ypKl84fuKF33q	ADE	66	100	swings and nightmares and insomnia	10027951
500	SMM4H2022HOLLHDPnGkJNMy8R	ADE	194	206	irritability	10005052
501	SMM4H2022VBVEubhmwN21vKqX	ADE	29	44	craziest dreams	10000125
502	SMM4H2022ds1UT5sAblPRyi4p	ADE	122	127	burns	10008422
503	SMM4H20220EKTo8eakljwlgjD	ADE	53	57	daze	10050520
504	SMM4H20228M0aTANkYKUtiVRi	ADE	20	25	drunk	10016330
505	SMM4H202262ohrLpKVPvjTUfZ	ADE	34	49	hurt to breathe	10024733
506	SMM4H2022k4FTFQFm2HXE7APM	ADE	0	140	okay, can't take lunesta now and get up on time so please mellow me out and get sleepy ms. xanax. gotta be able to be fun and loud tomorrow!	10069576
507	SMM4H2022aEsfdWUB2OULXwpR	ADE	26	32	sleepy	10030192
508	SMM4H2022YT6WEZ2jirs8UIK9	ADE	10	39	addicted to ventolin inhalers	10024288
509	SMM4H2022wWHIkdLMouWDOPQ7	ADE	22	30	happiest	10009691
510	SMM4H2022kS4JdGzBxBtJ1aI2	ADE	48	57	feel sick	10000173
511	SMM4H2022npu0AXvXBW1q0ME6	ADE	0	138	@USER_____ sorry u lost ur loved one to medication related anaphylaxis. my mother was vioxx casualty. went from looking vibrant to grave:(	10061428
512	SMM4H2022IEVmIyRJJfkmBnwB	ADE	57	63	nausea	10066962
513	SMM4H2022AsSKCYAY7p69LZbc	ADE	134	138	pain	10000081
514	SMM4H2022L1kwJrRF5dDjokb5	ADE	51	59	addicted	10017910
515	SMM4H2022KLdQdCE9p5DRgA9z	ADE	30	40	lupus rash	10040968
516	SMM4H2022joCUqkd2BbvXArml	ADE	49	66	heart is pounding	10003674
517	SMM4H20226JlIxkydySqhKNzm	ADE	105	117	my hair fall	10019044
518	SMM4H2022xXM8aIHEFIxsUpgG	ADE	70	76	asleep	10022035
519	SMM4H2022UO8moFxg6uzPs7U1	ADE	67	83	nerve amp tendon	10000111
520	SMM4H2022bvoGWlWfhQeixhUx	ADE	45	85	fever it caused sent my glucose up to 25	10039085
521	SMM4H2022GCVcpArk5rm2WMeM	ADE	61	71	like death	10003239
522	SMM4H2022PvXgC1bS4v7C3lej	ADE	37	65	to eat and sleep fatkidprobs	10061148
523	SMM4H2022cac1dGme7E4hYDWZ	ADE	24	123	weight gain to set in i was on lyrica for about a year didn t change my routine gained about 30 lbs	10000159
524	SMM4H20222QW0TuOxQZ5fLldL	ADE	6	125	quit viibryd cold turkey it s a disaster of withdrawals viibryd bipolar depression ocd meds confusion agitation itching	10028810
525	SMM4H2022lsgOouvsFx74JA44	ADE	75	84	unable to	10056984
526	SMM4H2022iOF5bkiQQNS7D2WG	ADE	5	58	tripped balls off tamiflu actually seeing and hearing	10011891
527	SMM4H2022goql2STNYa49Qvvc	ADE	69	73	high	10000009
528	SMM4H20227VhxHvPnwlKtuByC	ADE	35	50	stopped working	10003118
529	SMM4H20225FmCmMnu3JMGmxzx	ADE	62	80	heart palpitations	10003674
530	SMM4H2022JvOcbZjLtoQxAP2r	ADE	86	91	sleep	10061613
531	SMM4H2022YEIu8JtpcekSt1w5	ADE	79	96	mouth and stomach	10057371
532	SMM4H2022eCrp7PilpDa6GdnY	ADE	41	49	reaction	10000206
533	SMM4H2022gOvYvfPyGWE2dQc9	ADE	0	16	just don t sleep	10061613
534	SMM4H2022gXLVQaB4Cd70wXUg	ADE	27	37	withdrawal	10061621
535	SMM4H20227k8sYq89esZLyOcD	ADE	72	77	tired	10003552
536	SMM4H2022erAgXc6YGFSDhvjm	ADE	78	84	hernia	10060954
537	SMM4H2022DIY8VN5JJa28SKi1	ADE	47	58	withdrawing	10040960
538	SMM4H2022UC8V6ZpkRRxyzZRN	ADE	64	80	loopy i couldn t	10036117
539	SMM4H2022uqd8QSy60ML83olu	ADE	121	132	hallucinate	10074184
540	SMM4H2022kIDNrCaaPeHbIZNE	ADE	66	75	craziness	10026990
541	SMM4H2022wz0DClrwKnFuWl4E	ADE	42	71	mouth taste like hot buttered	10057371
542	SMM4H2022Nca5W72Rng6C8S7J	ADE	16	24	headache	10043269
543	SMM4H2022CL5FKCVDQupcrbCV	ADE	18	23	shake	10024758
544	SMM4H2022rJWpnCJUQqQ74LNV	ADE	12	20	addicted	10003481
545	SMM4H2022VnFxUlpTJYd7HbAD	ADE	0	113	ventolin injections. make the body move and tremble like jelly. weird and funny. body move and tremble like jelly	10063935
546	SMM4H2022xaMFsNuuz0ijDoKl	ADE	25	34	nauseated	10033320
547	SMM4H202279FfO8NAy5p4vGFk	ADE	63	77	floaty feeling	10000060
548	SMM4H2022bp8M9zf1PE9WFwfa	ADE	35	44	back pain	10003986
549	SMM4H2022rcsrf8OwcvdwdCCP	ADE	117	122	thick	10043951
550	SMM4H20221G8rZRurq8aNwJTq	ADE	100	104	sick	10015549
551	SMM4H20222UOFZb0CJ2xre8Qr	ADE	9	19	withdrawal	10061621
552	SMM4H2022dtQ4HQHl4CSYsOE2	ADE	52	58	forget	10072441
553	SMM4H2022t3JNoLSCmlovQkKx	ADE	29	37	reaction	10000206
554	SMM4H20228UXNpzNZnbLqp34h	ADE	24	29	detox	10040402
555	SMM4H2022rURHpGT1skFGAXtd	ADE	65	70	world	10053717
556	SMM4H2022XxDa8PjiE0CLm98A	ADE	76	130	dizziness much better than viibryd which had me puking	10023567
557	SMM4H2022uiM3xXlTRXMKdZx1	ADE	7	31	like my eyes are melting	10003239
558	SMM4H2022Kc4sWEfGqlH6JWWS	ADE	24	37	growing pains	10006202
559	SMM4H2022TB3Sh7B0EHwDP9Tz	ADE	9	39	withdrawal symptom of flu shot	10061621
560	SMM4H2022IOwZji5aahqomN9d	ADE	58	64	raging	10012468
561	SMM4H2022KadF1lO0iP4y5UFg	ADE	26	36	itchy legs	10037087
562	SMM4H2022QTrfiDnbSItWXGCK	ADE	27	32	bumps	10035039
563	SMM4H20220GdgpZr5BB7ZXgRn	ADE	8	24	gained 25 pounds	10053810
564	SMM4H20221v2dFFdomWXMPBPp	ADE	57	86	make you shit out your entire	10063935
565	SMM4H2022RcBYLLKg6xybApNX	ADE	0	132	@USER________ i wasnt sure if namenda helped me, but mail order messed up & i ran out 4 2 weeks & pain spiked- wasnt withdrawl pain-	10081770
566	SMM4H2022xVLMNOJ7CnrBJyIb	ADE	0	140	@USER_____ since vioxx killed my mother highly suggest persons who notice change in loved one, friend, anyone investigate adverse reactions.	10018430
567	SMM4H2022NuHiKeSQb3K4hrOt	ADE	24	29	bleed	10017955
568	SMM4H20223WPmK5azUmmF3IfU	ADE	57	61	coma	10019744
569	SMM4H202285D5PmfCRhfKFFuF	ADE	0	140	@USER____ hi Siva. I'm on a very high dose of Gabapentin but still get lots of pain in my feet & I also get the burning sensation in my legs	10000009
570	SMM4H2022lG0e0rqWdeyvlyTY	ADE	63	78	insomniacentral	10070717
571	SMM4H2022p9WyUH4TN8anUImV	ADE	42	59	allergic reaction	10061557
572	SMM4H20220SRIaBZI1vxAqt6z	ADE	24	35	ears rumble	10043882
573	SMM4H2022yFTCGo4lhEPr0YTD	ADE	49	111	zombie like tomorrow nothing is worth the brain cloud and lack	10016322
574	SMM4H20225g1hSlzSxFwStrCh	ADE	11	85	itchy is just a common side effect of oxycodone user user are you allergic	10037087
575	SMM4H2022d12iVWFlwT26ZFS2	ADE	75	82	visions	10067530
576	SMM4H2022tuUqbh7qntugSK7k	ADE	33	37	aggy	10071066
577	SMM4H2022Dt1uMFasyAlABbHN	ADE	75	88	dry skin thts	10013774
578	SMM4H2022HK709JbZF3FCGtuE	ADE	77	96	knocks me on my ass	10005467
579	SMM4H2022OZPqxLxzU7Y38UfT	ADE	45	54	reactions	10070863
580	SMM4H2022rrqqRuo1mn904ZrZ	ADE	104	124	gain a lot of weight	10000188
581	SMM4H2022w583d9hRvtJ6UnR7	ADE	25	47	mouth taste all bitter	10057371
582	SMM4H2022vwP6iquURMjuakjE	ADE	46	66	knocked me on my ass	10063841
583	SMM4H2022rDpqV5fl1ukMeM2F	ADE	19	61	bg is higher and takes longer to come down	10076309
584	SMM4H2022YbdlOkeWqxqCwBzN	ADE	59	64	yucky	10064743
585	SMM4H2022qG0poGRSTRTI2EoM	ADE	99	109	withdrawal	10061621
586	SMM4H2022oLbudXiLYPhyGpkf	ADE	24	206	pain patient i was an 11 year old burn survivor on tylenol 3 for over a year i also spent a year getting off ambien please don t assume your staff have never been through withdrawals	10000081
587	SMM4H2022zjOaQNSJAnKjUkM4	ADE	57	62	abuse	10001584
588	SMM4H2022LxBMoWvDKgmyM7bB	ADE	61	71	withdrawal	10061621
589	SMM4H2022pMJC4x8qL4a3nfSv	ADE	129	134	hives	10002424
590	SMM4H2022xlSJ1tZsKT6U9GQi	ADE	74	88	hallucinations	10019079
591	SMM4H2022z1r6l33AK84ClXP0	ADE	49	69	muscle deterioration	10010550
